"ID","name"
NA,"Inh L1 LAMP5 PVRL2"
NA,"Inh L1 LAMP5 RAB11FIP1"
NA,"Inh L1-6 LAMP5 AARD"
NA,"Inh L1-6 LAMP5 NES"
NA,"Inh L1-6 LAMP5 CA1"
NA,"Inh L5-6 LAMP5 CRABP1"
NA,"Inh L3-6 PAX6 LINC01497"
NA,"Inh L1 PAX6 MIR101-1"
NA,"Inh L1 LAMP5 BMP2"
NA,"Inh L1 LAMP5 NMBR"
NA,"Inh L1 PAX6 CHRFAM7A"
NA,"Inh L1-6 VIP SLC7A6OS"
NA,"Inh L2 PAX6 FREM2"
NA,"Inh L1-2 VIP HTR3A"
NA,"Inh L1-2 VIP WNT4"
NA,"Inh L1 PVALB SST ASIC4"
NA,"Inh L1 SST P4HA3"
NA,"Inh L1 SST DEFB108B"
NA,"Inh L1-3 VIP CBLN1"
NA,"Inh L1-2 VIP EXPH5"
NA,"Inh L1-3 VIP HSPB6"
NA,"Inh L1-2 VIP PTGER3"
NA,"Inh L1-2 VIP SCML4"
NA,"Inh L1-3 VIP FNDC1"
NA,"Inh L1-3 VIP CHRNA2"
NA,"Inh L2 VIP SLC6A16"
NA,"Inh L1 VIP KLHDC8B"
NA,"Inh L3-5 VIP IGDCC3"
NA,"Inh L1-5 VIP SMOC1"
NA,"Inh L3-5 VIP HS3ST3A1"
NA,"Inh L5-6 VIP COL4A3"
NA,"Inh L1-5 VIP CD27-AS1"
NA,"Inh L2-5 VIP BSPRY"
NA,"Inh L2-5 VIP SOX11"
NA,"Inh L3-6 VIP ZIM2-AS1"
NA,"Inh L1-5 VIP PHLDB3"
NA,"Inh L1-5 VIP LINC01013"
NA,"Inh L3-6 VIP UG0898H09"
NA,"Inh L3-5 VIP TAC3"
NA,"Inh L1-6 SST NPY (Sset Chodl)"
NA,"Inh L3-5 SST CDH3"
NA,"Inh L5 SST RPL35AP11"
NA,"Inh L5-6 SST ISX"
NA,"Inh L5-6 PVALB SST CRHR2"
NA,"Inh L3-5 SST OR5AH1P"
NA,"Inh L3-5 SST GGTLC3"
NA,"Inh L2-3 SST NMU"
NA,"Inh L5-6 SST PAWR"
NA,"Inh L5-6 SST PIK3CD"
NA,"Inh L1-2 SST CCNJL"
NA,"Inh L1-3 SST FAM20A"
NA,"Inh L1-2 SST PRRT4"
NA,"Inh L5-6 SST BEAN1"
NA,"Inh L5-6 SST DNAJC14"
NA,"Inh L5-6 SST C4orf26"
NA,"Inh L5-6 SST FBN2"
NA,"Inh L5-6 SST KLHL1"
NA,"Inh L6 SST TH"
NA,"Inh L5-6 PVALB KCNIP2"
NA,"Inh L5-6 PVALB ZFPM2-AS1"
NA,"Inh L3-5 PVALB ISG20"
NA,"Inh L5 PVALB LRIG3"
NA,"Inh L2-5 PVALB HHIPL1"
NA,"Inh L2-5 PVALB RPH3AL"
NA,"Inh L3 PVALB SAMD13"
NA,"Inh L1-2 PVALB CDK20"
NA,"Inh L2 PVALB FRZB"
NA,"Inh L1-2 SST CLIC6"
NA,"Inh L5-6 PVALB GAPDHP60"
