"ID","name"
NA,"connective tissue cell"
NA,"fibroblast"
NA,"splenic fibroblast"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,"epithelial cell"
NA,"meso-epithelial cell"
NA,"endothelial cell"
NA,"splenic endothelial cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"hematopoietic precursor cell"
NA,"hematopoietic stem cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"innate lymphoid cell"
NA,"any"
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"innate lymphoid cell"
NA,"group 1 innate lymphoid cell"
NA,"natural killer cell"
NA,"mature natural killer cell"
NA,"CD16-negative, CD56-bright natural killer cell"
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"innate lymphoid cell"
NA,"group 1 innate lymphoid cell"
NA,"natural killer cell"
NA,"mature natural killer cell"
NA,"CD16-positive, CD56-dim natural killer cell"
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"lymphocyte of B lineage"
NA,"antibody secreting cell"
NA,"plasma cell"
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"T cell"
NA,"alpha-beta T cell"
NA,"mature alpha-beta T cell"
NA,"CD8-positive, alpha-beta T cell"
NA,"CD8-positive, alpha-beta cytotoxic T cell"
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"T cell"
NA,"gamma-delta T cell"
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"T cell"
NA,"mature T cell"
NA,"memory T cell"
NA,"CD4-positive, alpha-beta memory T cell"
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"T cell"
NA,"mature T cell"
NA,"memory T cell"
NA,"CD8-positive, alpha-beta memory T cell"
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"mononuclear cell"
NA,"lymphocyte"
NA,"T cell"
NA,"mature T cell"
NA,"naive T cell"
NA,"naive thymus-derived CD4-positive, alpha-beta T cell"
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"myeloid leukocyte"
NA,"monocyte"
NA,"CD14-positive monocyte"
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"myeloid leukocyte"
NA,"myeloid dendritic cell"
NA,"CD141-positive myeloid dendritic cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"myeloid leukocyte"
NA,"myeloid dendritic cell"
NA,"CD1c-positive myeloid dendritic cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"professional antigen presenting cell"
NA,"mature B cell"
NA,"germinal center B cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"professional antigen presenting cell"
NA,"mature B cell"
NA,"plasmablast"
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"splenocyte"
NA,"marginal zone B cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"leukocyte"
NA,"splenocyte"
NA,"splenic macrophage"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,"hematopoietic cell"
NA,"myeloid cell"
NA,"erythroid lineage cell"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
